path,indoor,outdoor,tidy,messy,moderate,object_count
crawledimg/baidu/raw/室内-场景-日常-杂物/ed245a4db912c47ac6fc783d84154e66e8f9c771.jpg,0.190185546875,0.158935546875,0.221435546875,0.24951171875,0.2098388671875,8
crawledimg/baidu/raw/室内-场景-日常-杂物/fd5af2c58ca93f1c7447e4c5e87b1167c20075e4.jpg,0.1937255859375,0.1563720703125,0.2454833984375,0.299560546875,0.239990234375,11
crawledimg/baidu/raw/室内-场景-日常-杂物/819ced9fedd913b3026569220fecf0fe5e3afd23.jpg,0.20166015625,0.1676025390625,0.2236328125,0.3095703125,0.254638671875,15
crawledimg/baidu/raw/室内-场景-日常-杂物/34ecf73a296e6891d3717658c381233c5163d8bc.jpg,0.2191162109375,0.1566162109375,0.2489013671875,0.263671875,0.218017578125,6
crawledimg/baidu/raw/室内-场景-日常-杂物/82bed9ca2769bead217280240937ecb01fbfce8a.jpg,0.2025146484375,0.1627197265625,0.231201171875,0.298583984375,0.238037109375,18
crawledimg/baidu/raw/室内-场景-日常-杂物/85675ee3c6293a804b535307533e87fe74fea935.jpg,0.235107421875,0.1988525390625,0.264404296875,0.29833984375,0.2607421875,15
crawledimg/baidu/raw/室内-场景-日常-杂物/d1d1b162ae0c6d8a6df7a1a661a6fe05942b39de.jpg,0.18994140625,0.1650390625,0.254638671875,0.241455078125,0.193359375,11
crawledimg/baidu/raw/室内-场景-日常-杂物/7c45aaa4f02737b218ee4c73d3f8fd1c4b61050c.jpg,0.233154296875,0.155517578125,0.2244873046875,0.243896484375,0.2259521484375,26
crawledimg/baidu/raw/室内-场景-日常-杂物/c650da53289ae7281bce5ecf080fc591dca52d3e.jpg,0.254150390625,0.176025390625,0.280517578125,0.275390625,0.25244140625,26
crawledimg/baidu/raw/室内-场景-日常-杂物/cd3fb076379956657c461edc89d733586d7d57c0.jpg,0.219482421875,0.173095703125,0.2347412109375,0.290283203125,0.2376708984375,10
crawledimg/baidu/raw/室内-场景-日常-杂物/c389145b07e6ca7190cf93ef726462fea40c78ea.jpg,0.21435546875,0.1783447265625,0.2318115234375,0.26171875,0.2464599609375,19
crawledimg/baidu/raw/室内-场景-日常-杂物/b622f796cc3ce0cc6821636449b5b11d85cc7934.jpg,0.1917724609375,0.1650390625,0.2364501953125,0.2734375,0.2196044921875,27
crawledimg/baidu/raw/室内-场景-日常-杂物/0ebc1f274d3b8e5ae4fad1a356e3615b6bc39500.jpg,0.191650390625,0.1591796875,0.25732421875,0.2469482421875,0.1917724609375,9
crawledimg/baidu/raw/室内-场景-日常-杂物/044b1767939e7a3b9a91dab62ab1d6f9b72e3cf2.jpg,0.2239990234375,0.1944580078125,0.191650390625,0.22216796875,0.2449951171875,25
crawledimg/baidu/raw/工作室-室内-工具-生活化/c0789c2eb6990bccf7f0a804767f30caf0d80deb.jpg,0.1966552734375,0.1669921875,0.2379150390625,0.2227783203125,0.1922607421875,10
crawledimg/baidu/raw/工作室-室内-工具-生活化/1101824c3a9a7ea73ff3fcb16868cb3841e60735.jpg,0.2252197265625,0.17724609375,0.2357177734375,0.2398681640625,0.2156982421875,5
crawledimg/baidu/raw/工作室-室内-工具-生活化/0ae2faa1b98637ca2077b4beeee0eb709702c334.jpg,0.1983642578125,0.156494140625,0.23681640625,0.201171875,0.208984375,8
crawledimg/baidu/raw/工作室-室内-工具-生活化/4f9cf262a1dd0f4e2da007b85908c90d2929d4e0.jpg,0.1988525390625,0.174072265625,0.245849609375,0.220703125,0.1917724609375,11
crawledimg/baidu/raw/工作室-室内-工具-生活化/23657e13eb5894b65fd4af2d1f6887a945ac66cb.jpg,0.189453125,0.1544189453125,0.2059326171875,0.24658203125,0.2191162109375,21
crawledimg/baidu/raw/工作室-室内-工具-生活化/6814498aa352fbc4cfc63d974581b93a90e6d564.jpg,0.22216796875,0.1783447265625,0.24951171875,0.25830078125,0.2352294921875,19
crawledimg/baidu/raw/工作室-室内-工具-生活化/06c683245d1c5d12c0e982aff7f2343434b2eba0.jpg,0.2052001953125,0.17578125,0.278076171875,0.2464599609375,0.2125244140625,16
crawledimg/baidu/raw/工作室-室内-工具-生活化/326f8486ca20ea7ca7b1bf649e27816ca295f022.jpg,0.2088623046875,0.185791015625,0.2230224609375,0.223388671875,0.1937255859375,34
crawledimg/baidu/raw/工作室-室内-工具-生活化/a0f16f1ed65f86099ef8cd42d738eb1019af06e0.jpg,0.2337646484375,0.2022705078125,0.2276611328125,0.2359619140625,0.2303466796875,11
crawledimg/baidu/raw/工作室-室内-工具-生活化/a355936f54bd21055ecfd4e99a299bd634ddf2fb.jpg,0.2333984375,0.1693115234375,0.2098388671875,0.2479248046875,0.21630859375,5
crawledimg/baidu/raw/书房-室内-桌面-物品/376e4fc234d4a67952da67b27ab020a34ea8050b.jpg,0.259521484375,0.1827392578125,0.29833984375,0.2406005859375,0.2308349609375,18
crawledimg/baidu/raw/书房-室内-桌面-物品/fdf506e482c1d241aa1d903d354f20cc2c318eae.jpg,0.2491455078125,0.2015380859375,0.30419921875,0.282470703125,0.258544921875,38
crawledimg/baidu/raw/书房-室内-桌面-物品/265459d6418321ce1f3c8b4adee1e0d1971b4cfb.jpg,0.2344970703125,0.1805419921875,0.27001953125,0.273681640625,0.2340087890625,10
crawledimg/baidu/raw/书房-室内-桌面-物品/e5a4a43a65944e18fbbd59169855a76df2ba1a4f.jpg,0.25,0.201416015625,0.26171875,0.259521484375,0.2379150390625,6
crawledimg/baidu/raw/书房-室内-桌面-物品/264d5cc16b19f84833a601f3ebe3afc177b04f79.jpg,0.222412109375,0.176513671875,0.2998046875,0.247314453125,0.2264404296875,6
crawledimg/baidu/raw/书房-室内-桌面-物品/ebd6d5e6ab3080ef297aec7d898ad0eeeda02630.jpg,0.270751953125,0.1961669921875,0.303955078125,0.271240234375,0.250244140625,22
crawledimg/baidu/raw/书房-室内-桌面-物品/a58472981ad6b937055007bb5e8098931f3af30e.jpg,0.228515625,0.1915283203125,0.283447265625,0.2242431640625,0.2158203125,12
crawledimg/baidu/raw/书房-室内-桌面-物品/46e0ba334eb861d993780e8c1aa148d75ed0a455.jpg,0.2086181640625,0.169189453125,0.28271484375,0.2186279296875,0.2034912109375,17
crawledimg/baidu/raw/书房-室内-桌面-物品/68695777f47d146bbe1c890d6c2d4fd39991c53f.jpg,0.2340087890625,0.19091796875,0.2353515625,0.300048828125,0.265625,31
crawledimg/baidu/raw/书房-室内-桌面-物品/4cca093ee846802874c261f8e33627b7aa2d452f.jpg,0.2420654296875,0.19580078125,0.257568359375,0.2470703125,0.229248046875,13
crawledimg/baidu/raw/书房-室内-桌面-物品/135387709ac1b0c3b1b684cd727978f135c2c2f7.jpg,0.21923828125,0.1754150390625,0.2705078125,0.2105712890625,0.2030029296875,20
crawledimg/baidu/raw/书房-室内-桌面-物品/223b79230297cf1aff55ef489ec3bf3d6efcc17c.jpg,0.2587890625,0.1807861328125,0.2890625,0.2423095703125,0.224365234375,14
crawledimg/baidu/raw/客厅-室内-生活-气息-真实/530886e07c102dcc0ce9b689f302cd37f9425f00.jpg,0.289794921875,0.18798828125,0.2919921875,0.2430419921875,0.2427978515625,9
crawledimg/baidu/raw/客厅-室内-生活-气息-真实/e8047924739a6ac712642b5f436063b71be144ff.jpg,0.279541015625,0.1982421875,0.2474365234375,0.253662109375,0.2481689453125,22
crawledimg/baidu/raw/客厅-室内-生活-气息-真实/1d82af328b7f9643ac1c99af34612872f834642d.jpg,0.26953125,0.1947021484375,0.256103515625,0.2457275390625,0.2186279296875,19
crawledimg/baidu/raw/客厅-室内-生活-气息-真实/3099b19c08894ef576e841b5c36ad904216f05b3.jpg,0.28076171875,0.196533203125,0.261474609375,0.249267578125,0.244140625,6
crawledimg/baidu/raw/客厅-室内-生活-气息-真实/d992b2229dc5c5ac74b0e325c2b31967044f855f.jpg,0.291748046875,0.1917724609375,0.268798828125,0.252685546875,0.2568359375,13
crawledimg/baidu/raw/客厅-室内-生活-气息-真实/01847e77858bd7ee1246f09192d25a2a8d71d108.jpg,0.2783203125,0.1741943359375,0.2646484375,0.251708984375,0.2489013671875,8
crawledimg/baidu/raw/客厅-室内-生活-气息-真实/2c7fbd3f8c00ab2877e4ecdca8cbad53bc07f2e9.jpg,0.27197265625,0.1810302734375,0.2271728515625,0.2193603515625,0.2059326171875,8
